run_id,ticker,analysis_date,knot_strategy,lambda_val,penalty_order,knot_density_key,degree_key,filter_key,n_knots_x,n_knots_y,degree_x,degree_y,filter_min_vol,filter_spread_rel,filter_min_ttm,iv_mae,iv_rmse,iv_median_ae,iv_std_err,iv_min_abs_err,iv_max_abs_err,price_mae,price_rmse,price_median_ae,price_std_err,price_min_abs_err,price_max_abs_err,spline_solver_iterations,spline_solver_status,avg_iv_iterations,iv_success_rate,computation_time,final_data_points,status
AAPL_uniform_L0.00e+00_Pen2_medium_cubic,AAPL,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.096216,0.130888,0.065479,0.09186,0.001092,0.669165,0.721207,3.044484,0.044007,2.97699,0.0,21.6,962,2,4.65812,0.862408,0.48865,351,Success
AAPL_uniform_L1.00e-04_Pen2_medium_cubic,AAPL,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.096253,0.130408,0.064723,0.091173,0.000367,0.629848,0.734941,3.044759,0.06483,2.977076,5.8e-05,21.6,350,2,4.65812,0.862408,0.393696,351,Success
AAPL_uniform_L1.00e-03_Pen2_medium_cubic,AAPL,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.09605,0.130192,0.064187,0.090862,0.001519,0.625122,0.742081,3.045083,0.073717,2.97746,0.000317,21.6,224,2,4.65812,0.862408,0.387295,351,Success
AAPL_uniform_L1.00e-02_Pen2_medium_cubic,AAPL,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.095412,0.12951,0.063442,0.089879,0.001233,0.598413,0.758404,3.050807,0.059923,2.986837,6.6e-05,21.6,125,2,4.65812,0.862408,0.383708,351,Success
AAPL_uniform_L1.00e-01_Pen2_medium_cubic,AAPL,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.09595,0.132713,0.05973,0.094449,0.000607,0.599134,0.938419,3.151872,0.117863,3.111815,8e-05,21.6,82,2,4.65812,0.862408,0.383787,351,Success
AAPL_uniform_L5.00e-01_Pen2_medium_cubic,AAPL,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.099122,0.142889,0.061386,0.10832,0.000198,0.663914,1.195196,3.307328,0.215879,3.297167,3.4e-05,21.6,87,2,4.65812,0.862408,0.384051,351,Success
AAPL_uniform_L1.00e+00_Pen2_medium_cubic,AAPL,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.102833,0.149294,0.06219,0.116662,0.001252,0.699974,1.293417,3.351909,0.273077,3.351427,0.000506,21.6,96,2,4.65812,0.862408,0.38275,351,Success
AAPL_uniform_L2.50e+00_Pen2_medium_cubic,AAPL,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.1082,0.15814,0.070561,0.127818,7.9e-05,0.765019,1.391264,3.371137,0.269309,3.375907,0.001128,21.6,114,2,4.65812,0.862408,0.441546,351,Success
AAPL_uniform_L5.00e+00_Pen2_medium_cubic,AAPL,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.111318,0.164168,0.071644,0.135224,1.2e-05,0.798294,1.464717,3.374264,0.34696,3.377657,7e-05,21.6,122,2,4.65812,0.862408,0.410999,351,Success
AAPL_uniform_L1.00e+01_Pen2_medium_cubic,AAPL,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.113528,0.169219,0.071192,0.141332,0.000403,0.817479,1.54534,3.382553,0.482298,3.382004,0.002061,21.6,125,2,4.65812,0.862408,0.385633,351,Success
AAPL_uniform_L1.50e+01_Pen2_medium_cubic,AAPL,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.114607,0.171704,0.070148,0.144305,0.000369,0.824311,1.585848,3.390758,0.598124,3.387518,0.00029,21.6,126,2,4.65812,0.862408,0.383809,351,Success
AAPL_uniform_L2.00e+01_Pen2_medium_cubic,AAPL,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.115287,0.173256,0.068076,0.146154,0.000399,0.827821,1.611521,3.397738,0.652779,3.392614,0.000458,21.6,126,2,4.65812,0.862408,0.384481,351,Success
MSFT_uniform_L0.00e+00_Pen2_medium_cubic,MSFT,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048171,0.093496,0.019307,0.087562,0.000329,0.556531,0.155088,1.078975,0.010112,1.077661,0.0,11.6,862,2,4.588235,0.991667,0.252975,119,Success
MSFT_uniform_L1.00e-04_Pen2_medium_cubic,MSFT,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048489,0.093767,0.021275,0.087855,0.000248,0.558544,0.169968,1.077994,0.025256,1.076439,0.000141,11.6,284,2,4.588235,0.991667,0.172841,119,Success
MSFT_uniform_L1.00e-03_Pen2_medium_cubic,MSFT,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048797,0.094284,0.021797,0.088411,0.000651,0.558159,0.187475,1.08371,0.027756,1.082566,1.5e-05,11.6,165,2,4.588235,0.991667,0.167541,119,Success
MSFT_uniform_L1.00e-02_Pen2_medium_cubic,MSFT,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.049044,0.096008,0.02136,0.090262,7.6e-05,0.561793,0.249169,1.107375,0.057966,1.108642,0.001246,11.6,96,2,4.588235,0.991667,0.1693,119,Success
MSFT_uniform_L1.00e-01_Pen2_medium_cubic,MSFT,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.049911,0.103048,0.019821,0.097778,0.000341,0.581758,0.383675,1.200553,0.123682,1.205305,0.000663,11.6,75,2,4.588235,0.991667,0.166975,119,Success
MSFT_uniform_L5.00e-01_Pen2_medium_cubic,MSFT,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.057011,0.114886,0.022673,0.110283,0.000317,0.599646,0.587847,1.354229,0.268233,1.342401,0.001012,11.6,93,2,4.588235,0.991667,0.167415,119,Success
MSFT_uniform_L1.00e+00_Pen2_medium_cubic,MSFT,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.061477,0.119998,0.025806,0.115643,0.00023,0.63213,0.67395,1.422693,0.313516,1.393354,0.000607,11.6,108,2,4.588235,0.991667,0.166211,119,Success
MSFT_uniform_L2.50e+00_Pen2_medium_cubic,MSFT,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.06629,0.125098,0.032151,0.12097,7.3e-05,0.67145,0.771274,1.498643,0.34188,1.443009,0.000364,11.6,120,2,4.588235,0.991667,0.166654,119,Success
MSFT_uniform_L5.00e+00_Pen2_medium_cubic,MSFT,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.068817,0.127591,0.034966,0.123568,0.000772,0.689301,0.82695,1.53708,0.386132,1.465943,0.000724,11.6,125,2,4.588235,0.991667,0.166948,119,Success
MSFT_uniform_L1.00e+01_Pen2_medium_cubic,MSFT,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.070795,0.129184,0.034706,0.125227,0.001592,0.699932,0.855731,1.559132,0.426822,1.478566,0.003708,11.6,128,2,4.588235,0.991667,0.166713,119,Success
MSFT_uniform_L1.50e+01_Pen2_medium_cubic,MSFT,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.07165,0.129825,0.035871,0.125893,0.000227,0.703883,0.8632,1.567089,0.447416,1.483382,0.003465,11.6,129,2,4.588235,0.991667,0.168063,119,Success
MSFT_uniform_L2.00e+01_Pen2_medium_cubic,MSFT,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.072165,0.130183,0.037025,0.126265,0.000158,0.70596,0.865663,1.571533,0.450849,1.486373,0.003209,11.6,129,2,4.588235,0.991667,0.167043,119,Success
GOOG_uniform_L0.00e+00_Pen2_medium_cubic,GOOG,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.03937,0.079649,0.020122,0.073283,0.000293,0.500005,0.075439,0.175304,0.031743,0.174794,0.0,1.69,1048,2,3.847458,1.0,0.333634,236,Success
GOOG_uniform_L1.00e-04_Pen2_medium_cubic,GOOG,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.039426,0.079639,0.021099,0.073272,0.000277,0.500005,0.082529,0.175705,0.045067,0.175251,4.2e-05,1.69,523,2,3.847458,1.0,0.26759,236,Success
GOOG_uniform_L1.00e-03_Pen2_medium_cubic,GOOG,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.039351,0.079743,0.020483,0.073385,0.00039,0.500005,0.095157,0.181978,0.057746,0.181858,0.000831,1.69,301,2,3.847458,1.0,0.262056,236,Success
GOOG_uniform_L1.00e-02_Pen2_medium_cubic,GOOG,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.039847,0.082339,0.021037,0.07621,7.2e-05,0.500005,0.151116,0.288643,0.081589,0.288839,0.000228,1.989948,171,2,3.847458,1.0,0.25953,236,Success
GOOG_uniform_L1.00e-01_Pen2_medium_cubic,GOOG,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.04409,0.09499,0.01838,0.089783,4.4e-05,0.500005,0.380047,0.857278,0.108436,0.838856,0.000169,5.936862,102,2,3.847458,1.0,0.257546,236,Success
GOOG_uniform_L5.00e-01_Pen2_medium_cubic,GOOG,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.053919,0.114307,0.019334,0.110095,0.000138,0.603657,0.642022,1.228701,0.233874,1.153759,0.002061,5.917231,102,2,3.847458,1.0,0.279582,236,Success
GOOG_uniform_L1.00e+00_Pen2_medium_cubic,GOOG,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.058416,0.12297,0.02098,0.119102,0.000208,0.656786,0.728559,1.305832,0.267087,1.195746,0.00439,5.955148,108,2,3.847458,1.0,0.258346,236,Success
GOOG_uniform_L2.50e+00_Pen2_medium_cubic,GOOG,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.063214,0.131992,0.021584,0.128435,0.0,0.707918,0.799207,1.354994,0.286984,1.198813,0.001444,5.93135,118,2,3.847458,1.0,0.257848,236,Success
GOOG_uniform_L5.00e+00_Pen2_medium_cubic,GOOG,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.065716,0.136715,0.021287,0.133303,4.6e-05,0.731619,0.834644,1.369315,0.325435,1.184273,0.00106,5.883468,124,2,3.847458,1.0,0.259155,236,Success
GOOG_uniform_L1.00e+01_Pen2_medium_cubic,GOOG,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.068098,0.140026,0.020982,0.136712,1.9e-05,0.745715,0.866069,1.374122,0.373669,1.168993,0.001118,5.832345,125,2,3.847458,1.0,0.25733,236,Success
GOOG_uniform_L1.50e+01_Pen2_medium_cubic,GOOG,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.069313,0.141464,0.021949,0.13819,4.1e-05,0.750818,0.87937,1.374503,0.426832,1.161869,0.001537,5.788476,127,2,3.847458,1.0,0.257844,236,Success
GOOG_uniform_L2.00e+01_Pen2_medium_cubic,GOOG,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.070174,0.142302,0.023319,0.139052,0.000324,0.753404,0.886698,1.374306,0.456615,1.157977,0.001664,5.749452,127,2,3.847458,1.0,0.258167,236,Success
SPY_uniform_L0.00e+00_Pen2_medium_cubic,SPY,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.04313,0.071227,0.029241,0.056917,0.000157,0.674007,0.187936,0.29885,0.101658,0.298942,4e-06,2.897773,1613,2,4.332843,0.869649,2.050404,1361,Success
SPY_uniform_L1.00e-04_Pen2_medium_cubic,SPY,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.043139,0.071212,0.029189,0.056897,7.4e-05,0.674032,0.196273,0.30944,0.106108,0.309533,5.6e-05,2.171494,541,2,4.332843,0.869649,1.878201,1361,Success
SPY_uniform_L1.00e-03_Pen2_medium_cubic,SPY,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.043155,0.07121,0.02922,0.056895,2.5e-05,0.673765,0.193861,0.298473,0.107284,0.298566,2.4e-05,1.763611,324,2,4.332843,0.869649,1.867495,1361,Success
SPY_uniform_L1.00e-02_Pen2_medium_cubic,SPY,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.043225,0.07146,0.029251,0.057208,2.1e-05,0.675093,0.192653,0.297098,0.106982,0.297191,0.000123,1.833272,191,2,4.332843,0.869649,1.854373,1361,Success
SPY_uniform_L1.00e-01_Pen2_medium_cubic,SPY,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.043518,0.073579,0.02921,0.059836,1.6e-05,0.69361,0.299409,0.59883,0.137076,0.595932,8.8e-05,5.090076,114,2,4.332843,0.869649,1.853322,1361,Success
SPY_uniform_L5.00e-01_Pen2_medium_cubic,SPY,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.044524,0.077907,0.030598,0.065088,8.2e-05,0.729608,0.480855,1.165716,0.194482,1.153025,5.8e-05,8.296891,98,2,4.332843,0.869649,1.849614,1361,Success
SPY_uniform_L1.00e+00_Pen2_medium_cubic,SPY,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.045286,0.080324,0.031194,0.067964,7.2e-05,0.746081,0.561126,1.333107,0.242045,1.313659,2e-06,8.820449,95,2,4.332843,0.869649,1.849014,1361,Success
SPY_uniform_L2.50e+00_Pen2_medium_cubic,SPY,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.046117,0.083508,0.031055,0.071702,2.8e-05,0.765113,0.645831,1.40729,0.290675,1.377823,0.000151,8.817154,101,2,4.332843,0.869649,1.854488,1361,Success
SPY_uniform_L5.00e+00_Pen2_medium_cubic,SPY,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.046592,0.08577,0.031103,0.074326,0.000111,0.777199,0.675473,1.370719,0.336418,1.334417,0.000185,8.230061,110,2,4.332843,0.869649,1.84885,1361,Success
SPY_uniform_L1.00e+01_Pen2_medium_cubic,SPY,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.04697,0.087937,0.03078,0.076819,5e-05,0.787357,0.700788,1.309752,0.355984,1.268251,0.000307,8.06556,113,2,4.332843,0.869649,1.852264,1361,Success
SPY_uniform_L1.50e+01_Pen2_medium_cubic,SPY,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.047212,0.089163,0.030876,0.078219,3e-06,0.792376,0.721246,1.291524,0.391486,1.247896,0.000184,8.025588,120,2,4.332843,0.869649,1.852723,1361,Success
SPY_uniform_L2.00e+01_Pen2_medium_cubic,SPY,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.047416,0.089998,0.030817,0.079171,2.2e-05,0.795496,0.73983,1.292527,0.418414,1.247753,1.1e-05,8.027045,124,2,4.332843,0.869649,1.881966,1361,Success
V_uniform_L0.00e+00_Pen2_medium_cubic,V,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.024794,0.049561,0.016663,0.04748,0.000389,0.272178,0.529141,3.178131,0.053869,3.160784,0.0,27.725,490,2,3.683761,1.0,0.229824,117,Success
V_uniform_L1.00e-04_Pen2_medium_cubic,V,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.024873,0.049467,0.016287,0.047381,0.000184,0.272178,0.546137,3.178893,0.071238,3.161582,2.8e-05,27.725,327,2,3.683761,1.0,0.169288,117,Success
V_uniform_L1.00e-03_Pen2_medium_cubic,V,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.024897,0.049452,0.016615,0.047365,0.000191,0.272178,0.554214,3.179502,0.082606,3.162229,0.000664,27.725,196,2,3.683761,1.0,0.16586,117,Success
V_uniform_L1.00e-02_Pen2_medium_cubic,V,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.024853,0.049527,0.016774,0.047444,5.2e-05,0.272178,0.574877,3.180431,0.111435,3.16355,0.002275,27.725,115,2,3.683761,1.0,0.164447,117,Success
V_uniform_L1.00e-01_Pen2_medium_cubic,V,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.025164,0.05016,0.017791,0.04811,0.00011,0.272178,0.63841,3.186732,0.170441,3.171398,0.000494,27.725,87,2,3.683761,1.0,0.164209,117,Success
V_uniform_L5.00e-01_Pen2_medium_cubic,V,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.025997,0.050946,0.016828,0.048936,0.000104,0.272178,0.729885,3.19591,0.263468,3.181291,0.003503,27.725,102,2,3.683761,1.0,0.163904,117,Success
V_uniform_L1.00e+00_Pen2_medium_cubic,V,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.026376,0.051257,0.017109,0.049262,0.000572,0.272178,0.768212,3.2014,0.343128,3.187004,0.004579,27.725,113,2,3.683761,1.0,0.165286,117,Success
V_uniform_L2.50e+00_Pen2_medium_cubic,V,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.026671,0.05159,0.01742,0.049612,4.1e-05,0.272178,0.804308,3.208263,0.342752,3.194273,0.000544,27.725,123,2,3.683761,1.0,0.165517,117,Success
V_uniform_L5.00e+00_Pen2_medium_cubic,V,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.026924,0.051794,0.017021,0.049825,2.4e-05,0.272178,0.820353,3.211642,0.346181,3.198094,0.005772,27.725,125,2,3.683761,1.0,0.188807,117,Success
V_uniform_L1.00e+01_Pen2_medium_cubic,V,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.027373,0.051988,0.017487,0.050029,0.000656,0.272178,0.828582,3.21344,0.371525,3.200412,0.00281,27.725,127,2,3.683761,1.0,0.165404,117,Success
V_uniform_L1.50e+01_Pen2_medium_cubic,V,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.027649,0.05211,0.017944,0.050157,0.001337,0.272178,0.835198,3.214199,0.362448,3.201488,0.005909,27.725,128,2,3.683761,1.0,0.164775,117,Success
V_uniform_L2.00e+01_Pen2_medium_cubic,V,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.027839,0.052202,0.018587,0.050253,0.000819,0.272178,0.838676,3.214755,0.382067,3.202266,0.005939,27.725,129,2,3.683761,1.0,0.164196,117,Success
TSLA_uniform_L0.00e+00_Pen2_medium_cubic,TSLA,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.064448,0.09793,0.045956,0.076061,0.000225,0.861818,0.300971,0.861518,0.155998,0.861177,0.000205,21.85,858,2,3.972797,0.98394,1.175466,919,Success
TSLA_uniform_L1.00e-04_Pen2_medium_cubic,TSLA,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.064411,0.097914,0.045675,0.07604,0.000415,0.861818,0.297001,0.860403,0.151579,0.860071,0.000453,21.85,420,2,3.972797,0.98394,1.078119,919,Success
TSLA_uniform_L1.00e-03_Pen2_medium_cubic,TSLA,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.064394,0.097876,0.045152,0.075991,0.000234,0.861818,0.302087,0.859895,0.160243,0.85968,0.000172,21.85,260,2,3.972797,0.98394,1.070681,919,Success
TSLA_uniform_L1.00e-02_Pen2_medium_cubic,TSLA,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.064103,0.097937,0.044404,0.076069,8e-05,0.861818,0.318864,0.865603,0.176115,0.866032,0.000246,21.85,133,2,3.972797,0.98394,1.062649,919,Success
TSLA_uniform_L1.00e-01_Pen2_medium_cubic,TSLA,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.063363,0.10018,0.048433,0.078939,6e-05,0.861818,0.561105,1.308494,0.287552,1.298957,0.000167,21.85,82,2,3.972797,0.98394,1.060557,919,Success
TSLA_uniform_L5.00e-01_Pen2_medium_cubic,TSLA,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.065873,0.106567,0.047618,0.086909,0.000151,0.861818,0.95808,2.223397,0.346569,2.170538,0.000395,21.85,74,2,3.972797,0.98394,1.057011,919,Success
TSLA_uniform_L1.00e+00_Pen2_medium_cubic,TSLA,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.068134,0.110266,0.04801,0.091413,5.3e-05,0.861818,1.153849,2.509409,0.405128,2.42245,6.9e-05,21.85,78,2,3.972797,0.98394,1.055493,919,Success
TSLA_uniform_L2.50e+00_Pen2_medium_cubic,TSLA,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.071031,0.114932,0.050397,0.096996,0.000302,0.861818,1.40193,2.705668,0.498391,2.562692,7.8e-05,21.85,89,2,3.972797,0.98394,1.05888,919,Success
TSLA_uniform_L5.00e+00_Pen2_medium_cubic,TSLA,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.072521,0.117903,0.0509,0.100502,3.5e-05,0.861818,1.551677,2.785526,0.592219,2.601901,0.000451,21.85,101,2,3.972797,0.98394,1.06896,919,Success
TSLA_uniform_L1.00e+01_Pen2_medium_cubic,TSLA,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.073765,0.120271,0.051934,0.103273,6e-06,0.861818,1.66627,2.849508,0.699917,2.6362,0.001486,21.85,117,2,3.972797,0.98394,1.070319,919,Success
TSLA_uniform_L1.50e+01_Pen2_medium_cubic,TSLA,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.074414,0.121379,0.051797,0.104563,2.5e-05,0.861818,1.713119,2.879345,0.721146,2.655025,0.001376,21.85,119,2,3.972797,0.98394,1.066625,919,Success
TSLA_uniform_L2.00e+01_Pen2_medium_cubic,TSLA,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.07479,0.122052,0.051709,0.105345,0.000117,0.861818,1.737465,2.895323,0.736286,2.665815,0.000971,21.85,124,2,3.972797,0.98394,1.067971,919,Success
NVDA_uniform_L0.00e+00_Pen2_medium_cubic,NVDA,2025-05-02,uniform,0.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048516,0.084128,0.033372,0.072369,0.000154,0.843752,0.119947,0.278846,0.061432,0.2786,9e-06,5.849072,802,2,3.743687,0.993726,1.008787,792,Success
NVDA_uniform_L1.00e-04_Pen2_medium_cubic,NVDA,2025-05-02,uniform,0.0001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048685,0.084283,0.033401,0.072549,0.000144,0.843752,0.119662,0.278259,0.064462,0.278011,6.7e-05,5.849072,434,2,3.743687,0.993726,0.917242,792,Success
NVDA_uniform_L1.00e-03_Pen2_medium_cubic,NVDA,2025-05-02,uniform,0.001,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048739,0.084366,0.033549,0.072646,8.1e-05,0.843752,0.118346,0.276996,0.064046,0.276787,9e-06,5.849072,251,2,3.743687,0.993726,0.904616,792,Success
NVDA_uniform_L1.00e-02_Pen2_medium_cubic,NVDA,2025-05-02,uniform,0.01,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048589,0.084938,0.0332,0.07331,0.00022,0.843752,0.123012,0.280964,0.071679,0.281074,0.000899,5.849072,160,2,3.743687,0.993726,0.904102,792,Success
NVDA_uniform_L1.00e-01_Pen2_medium_cubic,NVDA,2025-05-02,uniform,0.1,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.048064,0.08817,0.032688,0.077036,7.7e-05,0.843752,0.217076,0.42668,0.105546,0.424485,0.000242,5.849072,91,2,3.743687,0.993726,0.896753,792,Success
NVDA_uniform_L5.00e-01_Pen2_medium_cubic,NVDA,2025-05-02,uniform,0.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.049087,0.093763,0.031976,0.083387,0.000222,0.843752,0.338679,0.656072,0.155942,0.640871,0.000468,5.849072,80,2,3.743687,0.993726,0.898083,792,Success
NVDA_uniform_L1.00e+00_Pen2_medium_cubic,NVDA,2025-05-02,uniform,1.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.04993,0.096613,0.031674,0.086584,1.6e-05,0.843752,0.39542,0.729002,0.210837,0.702443,0.000681,5.849072,84,2,3.743687,0.993726,0.894045,792,Success
NVDA_uniform_L2.50e+00_Pen2_medium_cubic,NVDA,2025-05-02,uniform,2.5,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.051387,0.100186,0.02958,0.090558,1e-06,0.843752,0.448492,0.773126,0.238394,0.72671,0.000148,5.849072,97,2,3.743687,0.993726,0.899823,792,Success
NVDA_uniform_L5.00e+00_Pen2_medium_cubic,NVDA,2025-05-02,uniform,5.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.052439,0.10252,0.028479,0.093137,1.5e-05,0.843752,0.475369,0.776979,0.264933,0.714639,0.000818,5.849072,110,2,3.743687,0.993726,0.894515,792,Success
NVDA_uniform_L1.00e+01_Pen2_medium_cubic,NVDA,2025-05-02,uniform,10.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.053316,0.104446,0.02774,0.095255,0.000111,0.843752,0.500308,0.774997,0.298264,0.699378,0.001225,5.849072,120,2,3.743687,0.993726,0.892518,792,Success
NVDA_uniform_L1.50e+01_Pen2_medium_cubic,NVDA,2025-05-02,uniform,15.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.053769,0.105373,0.028468,0.096272,1.7e-05,0.843752,0.514181,0.775982,0.314139,0.694696,0.000524,5.849072,123,2,3.743687,0.993726,0.89369,792,Success
NVDA_uniform_L2.00e+01_Pen2_medium_cubic,NVDA,2025-05-02,uniform,20.0,2,medium,cubic,medium,8,5,3,3,3,0.3,0.01,0.054077,0.10594,0.028747,0.096894,7.7e-05,0.843752,0.522291,0.77789,0.336362,0.69357,0.000454,5.849072,124,2,3.743687,0.993726,0.894735,792,Success
